ciudad,nombre,prioridad,lat,lng,lugar_busqueda,tipo,precio,descripcion,url,reserva,mejor_momento
Viena,Kunsthistorisches Museum (KHM),Solo mapeado,48.203739,16.361782,"Kunsthistorisches Museum, Wien, Austria",Museo,€22,"Arte clásico mundial: Bruegel (mejor colección del mundo), Vermeer, Rafael, Cellini; imprescindible si les interesa arte: €22 online / €24 taquilla; reducido €19-20; menores 19 gratis",,,
Viena,Albertina,Solo mapeado,48.204636,16.368261,"Albertina, Wien, Austria",Museo,€19.90,"Impresionistas y modernos: Monet, Picasso, Klimt, Schiele juntos en el mismo edificio: €19.90; combo Albertina + Albertina Modern + Klosterneuburg €24.90",,,
Viena,Leopold Museum (MuseumsQuartier),Solo mapeado,48.202590,16.359067,"Leopold Museum, Wien, Austria",Museo,€19,La mayor colección de Egon Schiele del mundo + Klimt; €19; reducido €16; combo MQ con MUMOK €25 (3 días),,,
Viena,Haus der Musik,Quizás,48.203792,16.373155,"Haus der Musik, Wien, Austria",Museo,€19,"Museo interactivo de la música vienesa; podés ""dirigir"" a la Filarmónica con un sensor de movimientos; excelente para todos los niveles: €19; reducido €15; niños <12 €8; abierto hasta las 22h",,,
Viena,Kunsthalle Wien,Solo mapeado,48.202973,16.357972,"Kunsthalle Wien, Wien, Austria",Museo,€10,Arte contemporáneo en el MQ; más experimental y accesible; ~€10,,,
Viena,Naturhistorisches Museum,Solo mapeado,48.205269,16.359755,"Naturhistorisches Museum, Wien, Austria",Museo,€15,Frente al KHM; la Venus de Willendorf (30.000 años) está aquí; colección de meteoritos; ~€15,,,
Viena,MQ Libelle (MuseumsQuartier),Solo mapeado,48.203500,16.359000,"MQ Libelle, Wien, Austria",Museo,Gratis,Terraza gratuita en el techo del MQ con vista 360° sobre Viena: GRATIS (verificar horario en mqw.at) — excelente para atardecer,,No necesaria,
Viena,Kahlenberg,Solo mapeado,48.276342,16.333068,"Kahlenberg, Wien, Austria",Puente,Gratis,"Vista panorámica clásica sobre Viena, el Danubio y los viñedos desde la cumbre: GRATIS; bus 38A desde Heiligenstadt (U4); también punto de partida hacia heurigers",,No necesaria,
Viena,Donauturm,Solo mapeado,48.240070,16.408950,"Donauturm, Wien, Austria",Puente,€17,Torre del Danubio (252m); vistas más amplias que la mayoría de torres europeas; €17 adulto; en la Donauinsel (isla del Danubio),,No necesaria,
Viena,Karl-Marx-Hof,Solo mapeado,48.250160,16.364539,"Karl-Marx-Hof, Wien, Austria",Puente,Gratis,"Vivienda social monumental (1930, ""Viena Roja""); 1.1km de largo, el edificio residencial continuo más largo del mundo; fotogénico y con historia política fascinante: GRATIS exterior; U4 Heiligenstadt — literalmente al lado de Kahlenberg/Grinzing, se puede combinar",,No necesaria,
Viena,Zentralfriedhof,Solo mapeado,48.149334,16.438663,"Zentralfriedhof, Wien, Austria",Puente,Gratis,"Cementerio central enorme; aquí están Beethoven, Brahms, Schubert, Strauss, Mahler; vibe muy vienesa; GRATIS — los vieneses lo visitan como parque; uno de los cementerios más grandes de Europa",,No necesaria,
Viena,Spittelberg,Quiero ir,48.203354,16.355452,"Spittelberg, Wien, Austria",Puente,Gratis,"Barrio bohemio de callejuelas adoquinadas con bares, restaurantes y galerías alternativas; muy animado fines de semana; a 5min del KHM caminando",,No necesaria,
Viena,Josefstadt (8º),Quizás,48.210598,16.351750,"Josefstadt, Wien, Austria",Puente,Gratis,"El barrio más pequeño de Viena; Art Nouveau, librerías de segunda mano, teatros históricos (Theater in der Josefstadt), cafés sin turistas; paseo urbano auténtico",,No necesaria,
Viena,Ottakring (16º),Solo mapeado,48.211032,16.311357,"Ottakring, Wien, Austria",Puente,Gratis,"Barrio multicultural y working-class; el Brunnenmarkt está aquí; donde ""vive la gente real"" de Viena",,No necesaria,
Viena,Augarten (2º),Solo mapeado,48.207750,16.370522,"Augarten, Wien, Austria",Puente,Gratis,Parque barroco con las torres antiaéreas de la WWII todavía en pie (no se pueden demoler por su tamaño y la Porzellanmanufaktur Augarten (porcelana imperial) más antigua del mundo: GRATIS el parque,,No necesaria,
Viena,Donauinsel,Solo mapeado,48.226611,16.412238,"Donauinsel, Wien, Austria",Puente,Gratis,Isla artificial de 42km de largo en el Danubio; en septiembre todavía hay ambiente playero; perfecto para bici; GRATIS,,No necesaria,
Viena,Stadtpark,Quizás,48.204767,16.379678,"Stadtpark, Wien, Austria",Parque,Gratis,"El parque más céntrico; estatua dorada de Johann Strauss (la foto icónica); patos, locales almorzando; GRATIS",,No necesaria,
Viena,Burggarten,Quizás,48.204384,16.365932,"Burggarten, Wien, Austria",Puente,Gratis,Parque del Hofburg con la famosa estatua de Mozart; gratis; relajante al lado del caos del centro,,No necesaria,
Praga,Puente de Carlos (Karlův most),Quiero ir,50.086500,14.411400,"Karlův most, Praha, Czechia",Puente,Gratis,Gratis; 30 estatuas barrocas; construido en 1357; iros sin turistas y con niebla sobre el Moldava — de día es literalmente un mercado ambulante de vendedores; por la noche tiene magia pero también músicos y vendedores; el amanecer es el dato más repetido en r/prague sin excepción,,No necesaria,Al amanecer
Praga,Castillo de Praga (Hradčany),Quiero ir,50.091100,14.401600,"Hradčany, Praha, Czechia",Monumento,Gratis,"El castillo habitado más grande del mundo por área; los patios y jardines son GRATIS (acceso directo desde la calle, siempre abiertos); los interiores requieren ticket",,No necesaria,
Praga,Reloj Astronómico (Orloj),Solo mapeado,50.087000,14.420800,"Orloj, Praha, Czechia",Sitio histórico,Gratis,"Gratis exterior; el desfile de figuras ocurre cada hora en punto (9am-11pm) — el consenso de r/prague es que el ""show"" del Orloj es uno de los grandes chascos turísticos (las figuras son pequeñas y lentas); más interesante subir la torre del Ayuntamiento (del mismo edificio) para vistas 360° sobre la Plaza Vieja: ~250 CZK",,No necesaria,
Praga,Plaza de la Ciudad Vieja (Staroměstské náměstí),Quiero ir,50.087500,14.421100,"Staroměstské náměstí, Praha, Czechia",Plaza,Gratis,Gratis; corazón medieval de Praga con arquitecturas del s. XII-XVIII lado a lado; imprescindible aunque sea turístico — pisar el adoquín temprano (7-8am) o muy tarde (22h+) para vivirlo sin multitudes; de día en hora punta es difícil moverse,,No necesaria,
Praga,Muro de John Lennon,Solo mapeado,50.086000,14.404500,"Muro de John Lennon, Praha, Czechia",Sitio histórico,Gratis,Gratis; grafitis y mensajes de paz que cubren un muro de 5m de alto en Malá Strana; está a 5min del Puente de Carlos; cambia constantemente (cualquiera puede pintar),,No necesaria,
Praga,Colina Petřín,Quizás,50.083600,14.395000,"Colina Petřín, Praha, Czechia",Sitio histórico,,Los jardines de la colina más verde de Praga; vistas panorámicas sobre la ciudad,,,
Praga,Malá Strana (Ciudad Pequeña),Quiero ir,50.087158,14.404822,"Malá Strana, Praha, Czechia",Barrio,Gratis,El barrio más bohemio y fotogénico de Praga; calles adoquinadas bajo el Castillo; muchos jardines barrocos privados abiertos al público en verano; mucho más tranquilo que la Ciudad Vieja; base ideal para subir al Castillo a pie; Kampa Island y el Moldava desde el parque adyacente al Puente de Carlos,,No necesaria,
Praga,Vinohrady,Quizás,50.073814,14.451943,"Vinohrady, Praha, Czechia",Barrio,Gratis,"El mejor barrio para vivir Praga ""como un local"": Art Nouveau, restaurantes y cafés de calidad, sin turistas, parques preciosos",,No necesaria,
Praga,Žižkov,Quiero ir,50.087657,14.468136,"Žižkov, Praha, Czechia",Barrio,Gratis,"Barrio obrero tradicional; ""más pubs per cápita que cualquier otro lugar de Europa""; auténtico, gritty y fascinante",,No necesaria,
Praga,Vyšehrad,Quizás,50.064500,14.419500,"Vyšehrad, Praha, Czechia",Barrio,Gratis,"Fortaleza medieval/parque con vistas al Moldava; mucho menos turístico que el Castillo de Praga; cementerio con artistas y personajes históricos checos (Dvořák, Mucha); basílica románica de San Pedro y San Pablo; excelente para caminar sin multitudes",,No necesaria,
Praga,Karlín,Quiero ir,50.095573,14.458295,"Karlín, Praha, Czechia",Barrio,Gratis,"El barrio más ""gentrificado"" de los últimos años; restaurantes de calidad, cafeterías de especialidad, mercado Manifesto; ambiente joven y cosmopolita a 15min del centro",,No necesaria,
Praga,Holešovice,Solo mapeado,50.102495,14.442798,"Holešovice, Praha, Czechia",Barrio,Gratis,"Barrio emergente; Národní Galerie (sede del arte moderno en Praha), mercado Farmer's Market los sábados, el club Cross Club está aquí; industrial y lleno de vida local",,No necesaria,
Praga,Lokál,Solo mapeado,50.090500,14.425000,"Lokál, Praha, Czechia",Sitio,,"La opción ""segura"" número 1 según r/prague: Pilsner Urquell servida perfectamente (sistema Tankovna), svíčková, guláš; varias ubicaciones; ninguna trampa; reservar en fin de semana",,,
Praga,Prague Beer Museum,Solo mapeado,50.074486,14.436395,"Prague Beer Museum, Praha, Czechia",Museo,,30+ cervezas on tap de todo tipo; precio razonable; buena para probar variedades; sin trampa turística,,,
Praga,U Fleků,Quiero ir,50.078500,14.418000,"U Fleků, Praha, Czechia",Sitio,,"Cervecería más antigua de Praga (fundada 1499); su cerveza oscura de 15 grados es única y no se consigue en otro lado; turístico pero genuino; no ""barato"" pero vale la experiencia",,,
Praga,Zly Casy,Solo mapeado,50.070500,14.440000,"Zly Casy, Praha, Czechia",Sitio,,El paraíso craft beer de los locales; +100 marcas checas de pequeños productores; en Nusle/Vinohrady; muy lejos del circuito turístico,,,
Praga,Letenský zámeček,Solo mapeado,50.096500,14.420500,"Letenský zámeček, Praha, Czechia",Sitio,Gratis,beer garden al aire libre enorme; cerveza Pilsner a precio local y vistas al Castillo; uno de los mejores atardeceres de la ciudad; GRATIS entrar,,No necesaria,
Praga,Riegrovy Sady beer garden (Vinohrady),Solo mapeado,50.080500,14.441000,"Riegrovy Sady beer garden, Praha, Czechia",Sitio,,Atardecer + Pilsner + vista al Castillo; el spot preferido de los praguenses; abierto mientras hace buen tiempo,,,
Cracovia,Plaza del Mercado (Rynek Główny),Quiero ir,50.061700,19.937300,"Rynek Główny, Kraków, Poland",Mercado,Gratis,La plaza medieval más grande de Europa; el Cloth Hall (Sukiennice) en el centro tiene artesanías en la planta baja y galería de arte arriba; la Torre del Ayuntamiento da vistas sobre la plaza; gratis caminar — rodearla a primera hora de la mañana (7-8am) para fotos sin gente,,No necesaria,
Cracovia,Castillo Wawel,Quiero ir,50.054000,19.935500,"Castillo Wawel, Kraków, Poland",Monumento,Gratis,Colina real con vistas espectaculares del Vístula; se puede entrar al patio libremente; los interiores tienen 5 exhibiciones separadas con tickets propios,,No necesaria,
Cracovia,Mina de Sal de Wieliczka,Quizás,49.983300,20.060600,"Kopalnia Soli Wieliczka, Wieliczka, Poland",Sitio histórico,143 PLN (≈€34),Capilla de sal a 135m bajo tierra; impresionante y única en el mundo: 143 PLN adulto / 121 PLN reducido; tours en inglés cada 30 min (9:00-15:00); duración 2.5h; reservar online con días de anticipación (los slots de 10am-14pm se agotan 3-5 días antes),https://www.wieliczka-saltmine.com/individual-tourist/useful-information/ticket-prices-and-visiting-hours,Recomendada,
Cracovia,Auschwitz-Birkenau,Quiero ir,50.027600,19.203800,"Auschwitz-Birkenau, Kraków, Poland",Sitio histórico,,Día completo imprescindible (ver sección dedicada y desvios_cercanos.md),,,
Cracovia,Fábrica de Schindler (Muzeum Krakowa),Solo mapeado,50.047400,19.961700,"Muzeum Krakowa, Kraków, Poland",Sitio histórico,35-45 PLN (≈€8.2),"Museo excelente sobre la ocupación nazi de Cracovia; muy bien hecho, no solo sobre Schindler; en Podgórze: ~35-45 PLN adulto (verificar en muzeumkrakowa.pl); funciona por slots horarios y se agota — reservar con anticipación; cerrado lunes",,Recomendada,
Cracovia,Plac Nowy,Solo mapeado,50.051892,19.944674,"Plac Nowy, Kraków, Poland",Sitio,,"La plaza central de Kazimierz; por el día mercado de pulgas; por la noche epicentro de la vida local; aquí están los puestos de zapiekanka más famosos de la ciudad — hay una rotonda circular (los ""budki"") donde se arman los rollos",,,
Cracovia,Fábrica de Schindler,Solo mapeado,50.047400,19.961700,"Fábrica de Schindler, Kraków, Poland",Sitio,35-45 PLN (≈€8.2),"Museo excelente sobre la ocupación nazi de Cracovia; muy bien hecho, no solo sobre Schindler; en Podgórze: ~35-45 PLN adulto (verificar en muzeumkrakowa.pl); funciona por slots horarios y se agota — reservar con anticipación; cerrado lunes",,Recomendada,
Cracovia,Apoteka Pod Orlem (Farmacia del Águila),Solo mapeado,50.045500,19.954500,"Apoteka Pod Orlem, Kraków, Poland",Sitio,15 PLN (≈€3.5),"La única farmacia que siguió atendiendo en el gueto, operada por Tadeusz Pankiewicz; ahora pequeño museo: ~15 PLN (verificar)",,,
Cracovia,Plac Centralny,Solo mapeado,50.072641,20.036828,"Plac Centralny, Kraków, Poland",Sitio,,La gran plaza central del diseño soviético; la fuente y los edificios son fotogénicos,,,
Cracovia,Arka Pana (Iglesia del Arca),Solo mapeado,50.084044,20.029934,"Arka Pana, Kraków, Poland",Iglesia,,Construida clandestinamente contra la voluntad del gobierno comunista; símbolo de resistencia polaca,,,
Cracovia,Bar Mleczny Centralny,Solo mapeado,50.073344,20.037421,"Bar Mleczny Centralny, Kraków, Poland",Sitio,,El milk bar más conocido de Nowa Huta (ver sección milk bars abajo),,,Ir antes de las 14:00
Cracovia,Planty,Quiero ir,50.060209,19.941907,"Planty, Kraków, Poland",Sitio histórico,Gratis,El anillo de jardines que rodea todo el casco histórico (donde estaban las murallas medievales derribadas en s. XIX); paseo de 4km imprescindible; GRATIS — conecta todos los barrios del centro,,No necesaria,
Cracovia,Kościół Mariacki (Basílica de Santa María),Quizás,50.061600,19.939300,"Kościół Mariacki, Kraków, Poland",Iglesia,15 PLN (≈€3.5),"El retablo gótico de madera más grande del mundo (Veit Stoss, s. XV); 15 PLN entrar al interior; el trompetista toca el hejnał desde la torre cada hora (anécdota histórica: se interrumpe abruptamente en memoria del trompetista medieval flechado por los mongoles)",,,
Cracovia,Floriańska Gate y Barbican,Solo mapeado,50.065500,19.941500,"Floriańska Gate y Barbican, Kraków, Poland",Sitio histórico,10 PLN (≈€2.3),"Las puertas medievales de la ciudad, las únicas que quedan; ~10 PLN para las torres; el Barbican es una de las fortalezas medievales mejor conservadas de Europa",,,
Cracovia,Zakrzówek,Solo mapeado,50.039500,19.915500,"Zakrzówek, Kraków, Poland",Sitio histórico,Gratis,Antigua cantera inundada convertida en lago de agua turquesa cristalina; los locales van a nadar y relajar en verano/principios de otoño; en octubre puede hacer frío para bañarse pero las vistas siguen siendo espectaculares; GRATIS — llevar snacks y cerveza (ambiente muy relajado),,No necesaria,
Budapest,Parlamento (Országház),Quiero ir,47.507100,19.045700,"Hungarian Parliament Building, Budapest, Hungary",Sitio histórico,"14,000 HUF (≈€35)","El edificio de parlamento más grande de Europa (528 salas); icónico iluminado de noche junto al Danubio; todas las visitas incluyen tour obligatorio — no-EEA: 14, 000 HUF adulto / 7, 000 HUF estudiante; EEA/EU: 7, 000 HUF / 3, 500 HUF — tickets se agotan 1-3 semanas antes; reservar online obligatorio",https://jegymester.hu/production/480000/hungarian-parliament-building-parliament-visit/48245048,Obligatoria,
Budapest,Andrássy Út,Solo mapeado,47.508269,19.067768,"Andrássy Avenue, Budapest, Hungary",Sitio histórico,Gratis,"La ""Champs-Elysées"" de Budapest; Patrimonio UNESCO; corre desde la Plaza de los Héroes hasta el centro; la Ópera Estatal húngara (Magyar Állami Operaház) está en esta avenida; pasear y ver la arquitectura es gratis; tours de la Ópera: ~4, 000-6, 000 HUF (verificar en opera.hu)",,No necesaria,
Budapest,Zapatos en el Danubio (Cipők a Duna-parton),Solo mapeado,47.503300,19.044800,"Shoes on the Danube Bank, Budapest, Hungary",Sitio histórico,Gratis,Memorial de 60 pares de zapatos de hierro en la orilla del Danubio en recuerdo de los judíos fusilados aquí por las Arrow Cross en 1944-45; uno de los memoriales más sobresalientes de Europa; GRATIS; entre el Parlamento y el Puente de las Cadenas,,No necesaria,
Budapest,Casa del Terror (Terror Háza),Solo mapeado,47.506897,19.065019,"House of Terror, Budapest, Hungary",Sitio histórico,"4,500 HUF (≈€11)","Museo en el ex cuartel general de la Arrow Cross (nazis húngaros) y luego del ÁVO (policía secreta comunista); historia brutal y poderosa; ~4, 500 HUF adulto (verificar en terrorhaza.hu); muy bien montado; en Andrássy Út 60",,,
Budapest,Bastión de los Pescadores (Halászbástya),Quiero ir,47.502100,19.034800,"Fisherman's Bastion, Budapest, Hungary",Sitio histórico,"1,700 HUF (≈€4)","Terraza neo-romántica con las mejores vistas del Parlamento y el Danubio de toda la ciudad; : 1, 700 HUF adulto; acceso al nivel inferior (las galerías abiertas con la vista): GRATIS; GRATIS; llegar 30min antes del atardecer para conseguir sitio en el mirador",,,Mejor al atardecer; Después de las 19:00
Budapest,Castillo de Buda (Budavári Palota),Quiero ir,47.495991,19.039801,"Buda Castle, Budapest, Hungary",Monumento,Gratis,"El complejo palacial sobre la colina es impresionante de ver; los patios y jardines son GRATIS; dentro alberga el Museo Nacional de Historia Húngara y la Galería Nacional; subir a pie (30min desde el puente, agradable) o en funicular",,No necesaria,
Budapest,Colina Gellért (Gellért-hegy),Solo mapeado,47.486916,19.044562,"Gellért Hill, Budapest, Hungary",Sitio histórico,Gratis,El mirador con las mejores vistas 360° de toda la ciudad; la Estatua de la Libertad (Szabadság-szobor) en la cima; sube caminando en 30-40min desde la base: GRATIS — imprescindible,,No necesaria,Mejor al atardecer o al amanecer
Budapest,Margit-sziget (Isla Margarita),Quizás,47.526919,19.047821,"Margaret Island, Budapest, Hungary",Excursión,Gratis,"Isla de 2.5km de largo en el centro del Danubio; parque, fuente musical, ruinas medievales, piscina, pistas de atletismo; sin coches; donde los budapestinos hacen deporte y picnic: GRATIS",,No necesaria,
Budapest,Szimpla Kert,Quiero ir,47.497000,19.063300,"Szimpla Kert, Budapest, Hungary",Ruin bar,,"EL original (2001); imprescindible aunque sea turístico; múltiples patios, pisos y rincones cada uno diferente; mercado de granjeros los domingos por la mañana (10:00-14:00); es ir durante el día a ver el espacio; ir entre semana o a primera hora de la noche para fotos sin multitudes",,,
Budapest,Instant-Fogas,Solo mapeado,47.497500,19.064500,"Instant-Fogas, Budapest, Hungary",Ruin bar,,"El más grande: 2 edificios conectados, 26 salas, ~6, 000 personas de capacidad; más clubby que Szimpla; múltiples géneros musicales simultáneos; para fiesta real, no solo beber",,,
Budapest,Mazel Tov,Solo mapeado,47.498500,19.063800,"Mazel Tov, Budapest, Hungary",Ruin bar,,Más gastronómico; Israeli food excelente; jardín cubierto; para cenar + drinks; la comida aquí es de las mejores del Distrito VII,,,
Budapest,Ellátó Kert,Solo mapeado,47.498800,19.062000,"Ellátó Kert, Budapest, Hungary",Ruin bar,,"Más local, menos turístico; jardín bonito; para una noche más tranquila con cerveza y conversación",,,
Budapest,Anker't,Solo mapeado,47.499500,19.058500,"Anker't, Budapest, Hungary",Ruin bar,,Más alternativo/hipster; buenos eventos y conciertos; para cuando querés algo con curación musical,,,
Budapest,Gólya (Corvin köz),Solo mapeado,47.486500,19.072000,"Gólya, Budapest, Hungary",Ruin bar,,"Centro social y cultural alternativo; los locales que huyen del turismo del Distrito VII vienen aquí; punk-rock, eventos comunitarios, precio de cerveza muy bajo",,,
Budapest,Auróra,Solo mapeado,47.492500,19.070500,"Auróra, Budapest, Hungary",Ruin bar,,ONG + bar alternativo; comunidad LGBTQ+ friendly; eventos culturales frecuentes; uno de los espacios más interesantes de Budapest más allá del circuito turístico,,,
Budapest,Memento Park (Szoborpark),Solo mapeado,47.426400,18.999700,"Memento Park, Budapest, Hungary",Parque,"2,500-3,000 HUF (≈€6.2)","Museo al aire libre con las estatuas monumentales soviéticas que fueron removidas de las plazas en 1989; fuera de la ciudad (~30min en bus); único en Europa: ~2, 500-3, 000 HUF (verificar en mementopark.hu) — imprescindible para los que disfrutan la historia comunista",,No necesaria,
Budapest,Óbuda,Solo mapeado,47.538518,19.039734,"Óbuda, Budapest, Hungary",Puente,Gratis,"La ""tercera ciudad"" (además de Buda y Pest); la más antigua; barrio tranquilo con casas barrocas y ambiente de pueblo; Fő tér (plaza principal) es muy pintoresca; muy pocos turistas",,No necesaria,
Budapest,Kertész utca y Dob utca,Solo mapeado,47.499000,19.063500,"Kertész utca y Dob utca, Budapest, Hungary",Puente,Gratis,Las calles paralelas al Szimpla con el mejor ambiente local del Distrito VII; para cuando querés algo más auténtico que la calle principal,,No necesaria,
Budapest,Kazinczy utca (no confundir con Kazimierz),Solo mapeado,47.497500,19.062500,"Kazinczy utca, Budapest, Hungary",Puente,Gratis,"La calle central del Distrito VII; arquitecturas de principios del s. XX impresionantes; mezcla de ruin bars, restaurantes israelíes y sinagogas históricas",,No necesaria,
Budapest,Corvin Mozi (Cine Corvin),Solo mapeado,47.485500,19.069500,"Corvin Mozi, Budapest, Hungary",Puente,Gratis,El cine más hermoso de Budapest (años 20); arquitectura Art Déco; ver una película si la programación lo permite,,No necesaria,
Budapest,Széchenyi,Quiero ir,47.518100,19.082500,"Széchenyi Thermal Bath, Budapest, Hungary",Termas,"13,200 HUF (≈€33)","~13, 200 HUF semana / ~14, 800 HUF finde (locker); Neo-barroco enorme, piscinas exteriores amarillas, muy turístico; Primera vez, fotos icónicas",,,
Budapest,Rudas,Quiero ir,47.489000,19.047500,"Rudas Baths, Budapest, Hungary",Termas,"11,000-12,000 HUF (≈€28)","~11, 000-12, 000 HUF semana; Otomano original (s. XVI), cúpula con luz cenital, rooftop con vista al Danubio; Experiencia histórica + atmosférica",,,
Budapest,Lukács,Quizás,47.518000,19.037000,"Lukács Baths, Budapest, Hungary",Termas,"7,000-8,000 HUF (≈€18)","~7, 000-8, 000 HUF semana / ~8, 000-9, 000 HUF finde (locker); Más local, menos show, patio exterior tranquilo; Si querés menos turistas",,,
Budapest,Dandár,Solo mapeado,47.479500,19.068500,"Dandár Baths, Budapest, Hungary",Termas,"5,000-7,000 HUF (≈€12)","Verificar; Pequeño, muy local, sin turistas; La opción ""más auténtica"" según r/budapest",,,
Budapest,Király,Solo mapeado,47.507000,19.038500,"Király Baths, Budapest, Hungary",Termas,"8,000 HUF (≈€20)","Verificar; Otomano pequeño, menos turístico, histórico; Experiencia tranquila",,,
Friburgo,Campus Universidad,Solo mapeado,47.994500,7.846000,"Universität Freiburg, Freiburg im Breisgau, Germany",Sitio,Gratis,Una de las universidades más antiguas de Alemania (1457); 25.000 estudiantes hacen de Friburgo una ciudad siempre joven; el campus histórico junto a la Altstadt vale un paseo,,No necesaria,
Friburgo,Kunsthalle Freiburg,Solo mapeado,47.996500,7.842500,"Kunsthalle Freiburg, Freiburg im Breisgau, Germany",Museo,Gratis,El centro de arte contemporáneo de Friburgo; exposiciones temporales de artistas alemanes e internacionales,,No necesaria,
Friburgo,Simonswälder Tal,Quizás,48.100000,8.050000,"Simonswald, Freiburg im Breisgau, Germany",Trekking,Gratis,La alternativa menos masificada a Triberg para cascadas; valle tranquilo con sendero de 3-4h; muy recomendado en foros alemanes como alternativa a los puntos turísticos masivos,,No necesaria,
Interlaken,Berna,Quizás,46.948000,7.447400,"Bern, Interlaken, Switzerland",Ciudad,Gratis,"Capital medieval a ~40 min en tren; Zytglogge, las Lauben (6 km de arcadas), foso de los osos; parada de 3–4h sin dormir; Eurail cubre",,No necesaria,
Lauterbrunnen,Staubbach Falls,Quiero ir,46.594500,7.907500,"Staubbach Falls, Lauterbrunnen, Switzerland",Naturaleza,Gratis,La cascada de 297 m de caída libre que cae sobre el pueblo; se camina hasta el pie y se sube a una galería/cueva detrás del agua (abierta en temporada); GRATIS,,No necesaria,
Lauterbrunnen,Birg (Thrill Walk),Solo mapeado,46.560000,7.870000,"Birg, Lauterbrunnen, Switzerland",Mirador,Incluido,"Pasarela y piso de vidrio pegados al acantilado, camino al Schilthorn; incluido en el ticket",,No necesaria,
Lucerna,Altstadt de Lucerna,Solo mapeado,47.052000,8.307000,"Altstadt, Luzern, Switzerland",Casco histórico,Gratis,"Muralla, fachadas pintadas, Weinmarkt y Kornmarkt; uno de los cascos más bonitos de Suiza; GRATIS",,No necesaria,
Lucerna,Lion Monument,Solo mapeado,47.058300,8.310600,"Löwendenkmal, Luzern, Switzerland",Sitio histórico,Gratis,"El León moribundo tallado en roca viva (1820), a los mercenarios suizos caídos en la Revolución Francesa; Mark Twain lo llamó ""la escultura más triste del mundo""; a ~10 min a pie; GRATIS",,No necesaria,
Lucerna,Paseo del lago,Solo mapeado,47.052500,8.315000,"Vierwaldstättersee, Luzern, Switzerland",Paseo,Gratis,Promenade con vista a las montañas desde la estación hacia el este; GRATIS,,No necesaria,
Lucerna,Monte Pilatus,Solo mapeado,46.979000,8.253000,"Mount Pilatus, Luzern, Switzerland",Excursión,CHF 75-92 (≈€80),"Tren de cremallera más empinado del mundo + teleférico (excursión circular); CHF 75–92 i+v según ruta; ~4–5h — no cabe en un stopover, solo si te quedás a dormir",,,
Innsbruck,Catedral de Santiago (Dom zu St. Jakob),Quiero ir,47.269500,11.394500,"Dom zu St. Jakob, Innsbruck, Austria",Iglesia,Gratis,Principal iglesia de Innsbruck; interior barroco de Asam con un fresco del techo extraordinario; una de las cúpulas pintadas más bonitas del Tirol: GRATIS,,No necesaria,
Innsbruck,Arco del Triunfo (Triumphpforte),Quiero ir,47.262500,11.398000,"Triumphpforte, Innsbruck, Austria",Sitio histórico,Gratis,Arco del s. XVIII al sur del centro; tiene dos caras con simbolismo opuesto (boda real / muerte del Emperador); fácil de ver al pasar: GRATIS,,No necesaria,
Innsbruck,Hofkirche (Iglesia de la Corte),Solo mapeado,47.268500,11.395500,"Hofkirche, Innsbruck, Austria",Iglesia,€8-10,"La tumba vacía de Maximiliano I rodeada de 28 estatuas de bronce de tamaño natural (las ""figuras negras"") — algunas de las mejores esculturas del Renacimiento alemán; ~€8-10 adulto (verificar en hofkirche.at)",,,
Innsbruck,Mariahilfstrasse,Solo mapeado,47.270500,11.388000,"Mariahilfstrasse, Innsbruck, Austria",Sitio,Gratis,"La calle comercial de los lugareños; al norte del río Inn, en el barrio de Mariahilf; sin turistas y con el ambiente local cotidiano de Innsbruck: GRATIS",,No necesaria,
Innsbruck,Wiltener Basilika,Solo mapeado,47.253500,11.398500,"Wiltener Basilika, Innsbruck, Austria",Sitio,Gratis,La basílica de peregrinación barroca del barrio de Wilten; menos conocida que el Dom pero más íntima y con mejores frescos; a 15 min a pie del centro: GRATIS,,No necesaria,
Innsbruck,Tiroler Volkskunstmuseum,Solo mapeado,47.268500,11.395800,"Tiroler Volkskunstmuseum, Innsbruck, Austria",Museo,€9,"El museo de arte popular tirolés junto a la Hofkirche; trajes regionales, muebles pintados, nacimientos; ~€9 adulto (a menudo incluido en combo con Hofkirche)",,,
Viena,Catedral San Esteban (Stephansdom),Quiero ir,48.208500,16.373000,"St. Stephen's Cathedral, Wien, Austria",Iglesia,Gratis,"Interior gratis; Torre Sur (343 peldaños, mejores vistas de Viena): €6 adulto; Torre Norte (ascensor, campana Pummerin): €8; catacumbas: €7; combo todo: €20 con audioguía; el techo de azulejos es mejor desde el frente de la Stephansplatz",,No necesaria,Llegar antes de las 9am para foto sin gente
Viena,Prater verde (Hauptallee),Solo mapeado,48.210000,16.400000,"Hauptallee, Wien, Austria",Parque,Gratis,"4.5km de avenida arbolada; ideal para correr, bicicleta o pasear; gratis; en otoño con las hojas amarillas es espectacular",,No necesaria,
Viena,MUMOK (MuseumsQuartier),Solo mapeado,48.203600,16.357500,"MUMOK, Wien, Austria",Museo,€25,Arte moderno y contemporáneo; combo con Leopold €25 (3 días),,,
